ResSecond,EffortFiscInd,EffortFisc,ReFiscHab,DGF,CodeINSEECom,NomCom,PopDGF,PopINSEE,AGE65,Sup,PotFisc,PotFiscHab,ProduitnetFB,ProduitnetTH,BasesnettesFB,BasesnettesTH,NombredelogementsTHdelacommune,Nombredelogementssociauxdelacommune,DGFHab
939,"86,11346489","1,372948","239,3524662",1 389 770,22222,PLOUHA,5521,4582,"38,6",3997,"564,997102","683,502626",1096713,1352125,4840807,7251506,3307,64,"303,3107813"
932,"99,47750187","1,188503","188,9328427",1 560 133,56169,PLOUHINEC,6387,5435,"24,9",3558,"570,49679","673,380617",1026850,1820667,5071936,7400533,3117,197,"287,0529899"
930,"105,3698656","1,122041","295,1950113",548 383,29022,CAMARET-SUR-MER,3576,2646,"35,9",1164,"673,344799","791,331655",781086,974986,4025584,5747754,2158,53,"207,249811"
914,"96,57474143","1,224226","203,47918",995 068,22210,PLOUBAZLANEC,4036,3122,"36,5",1504,"561,124628","710,512141",635262,882438,3493391,5134214,2390,121,"318,7277386"
897,"70,6282621","1,673966","333,6536614",13 388 483,22278,SAINT-BRIEUC,48011,47058,"22,2",2188,"774,308429","981,553165",15701074,17832005,54091380,63190536,24406,4835,"284,5102427"
884,"113,083339","1,045506","275,1938534",480 227,56055,ETEL,2999,2115,"37,6",174,"671,677226","762,287096",582035,681997,3164632,4713406,1904,78,"227,0576832"
884,"116,4055831","1,015667","789,1567044",68 987,56087,ILE-AUX-MOINES,1503,619,"42,4",320,"967,02994","1004,580838",488488,370770,1996606,3477209,982,54,"111,4491115"
878,"116,8835126","1,011514","326,8592334",303 549,29133,LOCQUIREC,2313,1435,"38,2",596,"882,187635","974,177259",469043,636561,2910629,4610873,1444,16,"211,5324042"
876,"111,7547953","1,057935","311,3322711",479 598,29239,ROSCOFF,4328,3452,"37,9",619,"1011,090573","1085,128235",1074719,1198612,6727905,9096334,2605,47,"138,933372"
849,"97,60361572","1,211321","412,715368",262 670,22302,SAINT-JACUT-DE-LA-MER,1773,924,"43,4",292,"713,913706","853,635646",381349,410516,2010359,3411257,1263,21,"284,2748918"
819,"92,79094908","1,274147","127,147929",463 183,56009,BANGOR,1833,1014,"26,1",2554,"557,025641","684,539553",128928,237619,1484901,2303893,1245,30,"456,7879684"
816,"117,2595727","1,00827","189,1098039",792 243,29215,PLOZEVET,3876,3060,"32,5",2718,"613,011352","708,029154",578676,606368,3799728,4963993,2051,82,"258,9029412"
815,"86,15839698","1,372232","207,1208582",1 242 550,22194,PLESTIN-LES-GREVES,4497,3682,"38,8",3452,"531,223482","675,188348",762619,943480,3617816,5315026,2425,69,"337,4660511"
795,"93,55583028","1,26373","179,2340691",838 458,22195,PLEUBIAN,3196,2401,41,2010,"534,689925","684,102628",430341,541289,2587627,3559541,1885,43,"349,211995"
794,"113,8471066","1,038492","209,7404171",769 201,29165,PLOBANNALEC-LESCONIL,4342,3548,"28,2",1817,"651,817365","750,676416",744159,1013513,4471174,6619244,2510,106,"216,798478"
789,"93,92820437","1,25872","199,4449541",1 056 955,22214,PLOUEZEC,4059,3270,"35,5",2787,"511,443459","637,842572",652185,792026,3139661,4713952,2461,69,"323,2278287"
761,"82,24012574","1,437611","351,4979413",1 938 379,22162,PAIMPOL,8346,7529,40,2361,"728,759046","875,037982",2646428,2156345,10028046,12288382,4769,576,"257,4550405"
757,"90,80243416","1,30205","132,4003964",400 807,56241,SAUZON,1766,1009,"27,1",2211,"542,257078","639,842016",133592,204057,1300248,2041111,1098,16,"397,2319128"
750,"106,8810049","1,106177","310,628527",498 859,56008,BADEN,5251,4501,"27,6",2353,"784,705009","852,537421",1398139,1364579,6090326,9926465,2817,186,"110,832926"
715,"108,4108628","1,090567","190,7599548",757 221,29185,PLOUESCAT,4256,3541,"31,2",1479,"739,692199","846,995536",675481,917418,4029507,5764317,2201,83,"213,8438294"
704,"100,039777","1,181823","314,3979118",425 009,29057,FORET-FOUESNANT,4152,3448,"29,7",1853,"834,783719","916,850193",1084044,1272998,5478927,7167500,2242,87,"123,262471"
653,"104,8539321","1,127562","285,0397516",252 809,29256,SAINT-NIC,1458,805,"27,1",1803,"515,663237","629,133059",229457,253241,1170498,1723382,815,32,"314,0484472"
647,"81,79168588","1,445493","292,0784485",3 410 617,22093,LAMBALLE-ARMOR,17891,17196,"22,2",13065,"573,335644","681,68051",5022581,4131146,20250162,18620672,8420,541,"198,3378111"
644,"116,3720121","1,01596","174,9966512",1 046 014,29030,CLEDER,4526,3882,"24,7",3744,"583,62373","703,241494",679337,765265,4011175,5658548,2251,107,"269,4523442"
633,"112,7616116","1,048489","211,634",388 022,29284,TREFFIAGAT,3133,2500,"31,9",810,"655,376636","745,965209",529085,666246,3050537,4298629,1673,54,"155,2088"
613,"105,9890571","1,115486","267,5894389",287 506,29109,LANDUNVEZ,2128,1515,"30,6",1353,"610,960526","700,809211",405398,587643,2130500,3725153,1227,35,"189,7729373"
612,"98,29776623","1,202767","205,4862915",293 850,22379,TREVOU-TREGUIGNEC,1998,1386,"31,4",652,"504,88038","598,039039",284804,369940,1562300,2540865,1124,25,"212,012987"
609,"84,01168581","1,407296","439,3477089",212 621,22016,ILE-DE-BREHAT,980,371,"37,9",309,"619,745918","756,533673",162998,388959,928355,1491443,677,15,"573,1024259"
598,"98,84360698","1,196125","275,6246196",2 010 477,22046,LE MENE,7170,6572,"24,3",16323,"966,393166","1163,984519",1811405,886036,9670669,5317456,3407,148,"305,9155508"
585,"90,44552842","1,307188","216,5933758",1 610 509,29178,PLOUDALMEZEAU,7016,6431,25,2318,"598,879989","695,864168",1392912,2045746,6315231,9189343,3253,99,"250,4290157"
578,"113,5218969","1,041467","200,4598639",406 860,29091,KERLOUAN,2783,2205,"33,7",1780,"601,25009","708,056773",442014,553898,2498507,3373814,1552,59,"184,5170068"
575,"106,3050697","1,11217","232,8807487",439 320,56002,AMBON,2445,1870,"21,4",3804,"637,714519","781,217178",435487,386071,2335910,2308494,1234,47,"234,9304813"
573,"87,73779389","1,34753","274,615942",382 920,22218,PLOUGRESCANT,1815,1242,"37,2",1554,"478,90303","629,912948",341073,423132,1484111,2203811,1154,50,"308,3091787"
550,"100,1178841","1,180901","226,4048518",309 521,29221,PORSPODER,2405,1855,"32,7",1129,"560,788358","640,697713",419981,632537,2179551,3394092,1323,22,"166,8576819"
540,"80,43516023","1,469871","349,8574421",1 831 838,22187,PLERIN,14870,14324,"25,1",2772,"888,457498","987,685474",5011358,5351447,19779620,24262861,7336,663,"127,8859257"
540,"91,26998209","1,29538","278,5750822",495 533,29040,CONQUET,3277,2737,"30,4",845,"603,041807","711,013732",762460,970628,3174777,5053631,1785,85,"181,0496894"
531,"115,5375163","1,023298","232,2263353",706 958,56013,BELZ,4313,3782,"30,5",1567,"676,943659","769,312543",878280,938692,4643309,6455315,2386,94,"186,9270227"
517,"117,3508212","1,007486","473,2568306",78 705,56106,LARMOR-BADEN,1432,915,"42,6",393,"899,614525","950,771648",433030,395051,2027146,3093184,949,15,"86,01639344"
511,"91,49239525","1,292231","378,580705",552 460,56181,PORT-LOUIS,3206,2695,"36,8",107,"751,836868","860,854024",1020275,733662,3339524,4523791,1850,158,"204,9944341"
508,"83,15572247","1,421782","286,4172793",2 674 606,22113,LANNION,21419,20811,"22,3",4391,"863,889351","954,065176",5960630,5276279,27553864,23519448,10570,1726,"128,5188602"
505,"116,6435405","1,013595","397,6384629",451 979,56003,ARRADON,6048,5543,"31,9",1849,"913,644345","970,082672",2204110,1361422,8673993,11945247,3067,173,"81,54050153"
504,"122,3314499","0,966467","111,1116751",517 436,35263,SAINT-COULOMB,3262,2758,"23,8",1804,"630,757817","724,691294",306446,493926,2445858,4207869,1579,55,"187,6127629"
497,"84,36730885","1,401364","198,9409192",4 569 698,22050,DINAN,15358,14861,"28,2",884,"651,388527","839,845748",2956461,4109133,16780060,20431241,8004,1658,"307,4959962"
497,"98,68989456","1,197988","315,8319684",1 281 330,29259,SAINT-POL-DE-LEON,7335,6838,"29,3",2343,"842,657532","946,425085",2159659,2064645,10940510,12201298,3776,339,"187,3837379"
497,"113,9666161","1,037403","238,377054",498 988,56046,CRACH,3905,3408,"28,3",3054,"692,638156","789,430986",812389,621194,4104756,5472168,1966,41,"146,4166667"
494,"95,01290585","1,24435","222,4269142",387 660,29155,OUESSANT,1356,862,"42,5",1558,"592,721976","727,423304",191732,399511,1070883,1491445,874,18,"449,7215777"
488,"109,5549663","1,079178","182,2673753",912 840,29101,LANDEDA,4157,3669,23,1098,"554,506856","657,104643",668739,830331,3419358,4968199,2095,71,"248,7980376"
485,"94,6997388","1,248465","353,1113662",169 553,29238,ROSCANVEL,1356,871,"33,1",908,"633,547935","712,381268",307560,400839,1432967,2374884,847,15,"194,6647532"
484,"148,6398294","0,795408","265,1736385",105 033,56252,TOUR-DU-PARC,1751,1267,"29,6",930,"888,087379","942,026842",335975,281614,2356457,3764702,1036,0,"82,89897395"
463,"118,0442161","1,001568","204,0132067",608 000,29236,Riec-sur-Bélon,4779,4316,"27,2",5464,"857,98891","929,666248",880521,902568,5994037,6992380,2449,93,"140,871177"
455,"106,8451702","1,106548","283,8198758",134 152,29082,ILE-DE-BATZ,938,483,"35,3",305,"567,523454","663,881663",137085,195962,791035,1222832,625,7,"277,747412"
454,"83,70495117","1,412453","339,6595035",2 566 620,56007,AURAY,14650,14100,"23,6",691,"736,532014","838,460341",4789199,3792052,16515434,20205941,7849,1595,"182,0297872"
440,"92,54696996","1,277506","419,6613372",175 369,56062,GAVRES,1128,688,"42,8",188,"651,27305","773,905142",288727,286516,1111880,1720811,763,36,"254,8968023"
436,"88,89829488","1,329939","202,1361186",412 313,22349,TREDREZ,1920,1484,"30,5",1065,"489,992188","601,596875",299970,416807,1436608,2447864,1083,28,"277,8389488"
436,"107,0732413","1,104191","286,056491",934 863,56243,SENE,9657,9205,"27,1",1994,"821,694419","888,511857",2633150,2527113,11779491,17435088,4865,534,"101,5603476"
431,"106,7103536","1,107946","179,3031136",537 040,29280,TELGRUC-SUR-MER,2615,2184,"26,4",2829,"556,458126","679,38088",391598,536546,2145529,3319979,1332,52,"245,8974359"
428,"101,7375507","1,162101","185,4169366",406 569,29172,PLOMODIERN,2589,2161,"27,9",4674,"578,568559","689,100811",400686,498577,2241478,3306187,1346,76,"188,1392874"
425,"102,9705199","1,148186","196,7704648",457 411,29273,SANTEC,2856,2431,"23,9",806,"540,994048","647,341737",478349,647229,2372806,3916044,1478,39,"188,1575483"
424,"99,3147214","1,190451","132,993044",1 114 636,22209,BEAUSSAIS-SUR-MER,4042,3594,"26,9",4165,"477,285997","603,922316",477977,731594,2802159,4144988,2093,182,"310,1380078"
418,"107,9319534","1,095406","175,167319",491 410,29077,GUISSENY,2462,2044,"26,8",2518,"535,381803","650,237612",358042,463723,1817772,2480483,1177,55,"240,4158513"
408,"103,5502352","1,141758","203,3677268",1 094 421,35228,PLEURTUIT,7231,6823,"24,8",2967,"510,423316","597,912045",1387578,1253249,6792130,8308021,3652,328,"160,4017294"
406,"112,1738296","1,053983","131,2286645",320 716,22242,PLURIEN,1941,1535,"31,2",2165,"616,585265","737,385368",201436,325336,1505393,2144650,1087,29,"208,9355049"
395,"123,2000623","0,959653","224,9134791",312 105,56168,PLOUHARNEL,2591,2196,"24,1",1832,"637,003474","727,919722",493910,383189,2821345,3806007,1353,14,"142,1243169"
394,"97,16348791","1,216808","654,982906",65 405,56088,ILE-D'ARZ,628,234,"49,1",330,"697,597134","784,160828",153266,120364,573272,970954,516,21,"279,508547"
382,"94,94423562","1,24525","188,4988086",323 283,29168,PLOGOFF,1641,1259,"44,7",1173,"474,842169","603,256551",237320,332832,1260825,1961649,1033,13,"256,7776013"
374,"97,27836965","1,215371","216,8228972",404 406,29098,LAMPAUL-PLOUARZEL,2514,2140,"24,4",404,"524,606205","614,115752",464001,587873,2109731,3169357,1384,40,"188,9747664"
372,"86,37366519","1,368812","222,0553496",755 710,29177,PLOUARZEL,4148,3776,16,4283,"533,71866","613,907425",838481,1014488,3040162,4725932,1847,85,"200,1350636"
364,"86,57181475","1,365679","370,1852259",3 906 288,29151,MORLAIX,15890,15446,"22,2",2482,"944,824355","1115,913405",5717881,5106194,22203908,22889926,8409,1505,"252,8996504"
348,"94,08457348","1,256628","203,3555965",392 666,29137,LOGONNA-DAOULAS,2519,2171,"19,1",1214,"546,366415","639,131798",441485,606241,1814317,3078142,1157,31,"180,8687241"
346,"114,0479687","1,036663","140,2980296",198 297,22201,PLÉVENON,1158,812,"39,2",1373,"544,136442","674,223661",113922,175571,969274,1643724,701,0,"244,2081281"
344,"106,6651053","1,108416","116,1081081",736 214,22213,PLOUER-SUR-RANCE,3970,3626,"20,9",1989,"517,90806","627,127708",421008,497935,2705001,3495640,1793,81,"203,0375069"
343,"92,80252985","1,273988","283,3834892",1 196 561,56193,RIANTEC,6060,5669,"27,2",1406,"700,484158","796,030693",1606501,1431515,5794281,7918365,3005,195,"211,070912"
341,"102,9319715","1,148616","133,4002222",1 253 986,56173,PLUMELIAU-BIEUZY,4841,4500,"22,1",8670,"577,112787","695,392274",600301,673477,3046085,4238210,2226,71,"278,6635556"
335,"104,8796971","1,127285","174,1244493",375 531,29176,PLONEVEZ-PORZAY,2151,1816,"23,8",2923,"574,30172","703,332868",316210,420734,1788864,2300751,995,51,"206,7901982"
329,"97,38790762","1,214004","193,159038",250 474,22363,TRELEVERN,1618,1289,"38,6",694,"524,150803","642,539555",248982,322318,1298743,2185675,889,23,"194,3165244"
329,"110,6645052","1,068358","192,6853189",213 264,56004,ARZAL,1991,1662,"21,7",2344,"638,155701","712,243094",320243,321912,2037780,2081348,975,26,"128,3176895"
328,"103,949186","1,137376","186,8410959",748 979,56161,PLOEMEL,3248,2920,"16,8",2516,"472,471059","569,143473",545576,477665,2171815,3207826,1554,33,"256,4996575"
327,"100,7059675","1,174005","150,5128999",276 891,29028,CLEDEN-CAP-SIZUN,1296,969,"40,7",1908,"435,780093","554,934414",145847,222051,864030,1419345,714,25,"285,749226"
326,"104,1874463","1,134775","146,8804348",404 358,29257,SAINT-PABU,2442,2116,"21,6",994,"552,135135","640,984029",310799,640763,1957566,2980509,1235,31,"191,0954631"
322,"114,2271333","1,035037","218,5651282",179 866,56018,BILLIERS,1297,975,"22,7",587,"628,355436","741,384734",213101,219580,1208121,1655555,702,12,"184,4779487"
318,"113,6932883","1,039897","155,8456244",152 289,56030,CAMOEL,1335,1017,"23,4",1433,"562,162547","639,85618",158495,214884,956747,1485456,642,0,"149,7433628"
308,"105,2529847","1,123287","109,1120841",239 526,35078,CHERRUEIX,1450,1142,"33,4",1269,"470,565517","560,804828",124606,194013,903521,1388737,685,41,"209,7425569"
302,"109,3907552","1,080798","182,5739063",829 973,29171,PLOMEUR,4165,3863,"21,8",2969,"604,568788","690,027851",705283,778146,3616198,4601532,1978,70,"214,8519286"
298,"104,6485445","1,129775","255,2322483",1 634 196,29220,PONT-L'ABBE,8931,8633,28,1821,"722,100325","804,481357",2203420,1943802,10442128,12126497,4618,358,"189,2964207"
298,"116,0060534","1,019165","197,0116129",200 321,29227,POULLAOUEN,1848,1550,"29,7",8856,"891,191017","961,364177",305368,248568,1766621,1784086,1070,21,"129,2393548"
295,"102,0631231","1,158394","222,2220727",155 797,29228,PRIMELIN,1038,743,38,867,"540,258189","645,076108",165111,219499,898474,1510898,608,9,"209,6864065"
293,"107,7026662","1,097738","276,6620912",1 070 283,56158,PLESCOP,6194,5901,"16,2",2335,"679,192283","756,248143",1632583,1225669,6664194,8197671,2877,331,"181,3731571"
292,"99,79034823","1,184777","310,3754337",502 531,29217,PONT-AVEN,3174,2882,"35,4",2863,"782,405482","871,36988",894502,812263,4010974,5234972,1752,135,"174,3688411"
288,"98,4436187","1,200985","171,0297999",1 862 910,35176,GUIPRY-MESSAC,7335,7047,"17,7",9199,"620,784185","728,438037",1205247,1384261,6061872,8409502,3401,105,"264,3550447"
287,"100,2968368","1,178794","283,1761905",653 561,29027,CHATEAUNEUF-DU-FAOU,4067,3780,"27,5",4258,"762,813868","838,192771",1070406,777354,4986787,4630172,1920,99,"172,8997354"
285,"108,4829814","1,089842","145,0217895",562 621,29175,PLONEVEZ-DU-FAOU,2442,2157,"29,4",8073,"564,902129","651,362817",312812,350823,1752775,2363135,1228,39,"260,834956"
283,"120,2667484","0,983059","231,6427796",87 606,56205,SAINT-ARMEL,1204,921,"28,9",795,"673,714286","729,345515",213343,216380,1102675,1801246,699,19,"95,12052117"
277,"88,3341261","1,338433","216,8207279",1 347 243,29189,PLOUGASTEL-DAOULAS,14008,13711,"21,8",4683,"893,132995","967,515206",2972829,4426789,14179796,19243828,6060,548,"98,26001021"
277,"87,76710322","1,34708","285,9298471",1 609 474,56184,QUESTEMBERT,8060,7783,"21,2",6638,"663,253102","735,540943",2225392,1933397,8117762,9787225,3653,168,"206,7935243"
271,"91,13778313","1,297259","188,9438806",309 257,22143,MATIGNON,1946,1675,39,1453,"720,156218","804,304728",316481,415034,1877269,2407228,1120,47,"184,6310448"
270,"109,5518193","1,079209","141,1897878",761 655,56058,FEREL,3521,3251,"18,5",2890,"536,568588","630,397614",459008,589940,2233204,3297758,1638,32,"234,2832974"
268,"82,44353767","1,434064","141,8458202",850 710,22084,"JUGON-LES-LACS-COMMUNE NOUVELLE ",2804,2536,"17,9",3803,"516,687233","670,416191",359721,399287,1615438,1844733,1202,46,"335,45347"
265,"127,7563564","0,925428","243,3893654",27 166,35241,RICHARDAIS,2597,2332,"23,9",314,"1115,470543","1115,848672",567584,523818,4536243,3275947,1356,70,"11,64922813"
264,"87,03231499","1,358453","226,6193634",383 165,22127,LEZARDRIEUX,1772,1508,"39,1",1191,"603,508465","728,893905",341742,399947,1741692,2372769,1040,43,"254,0881963"
258,"88,58523496","1,334639","169,5624865",1 207 255,56147,NIVILLAC,4891,4633,"23,6",5548,"503,534042","601,177264",785583,856685,3290746,4124720,2171,45,"260,5773797"
257,"127,1731421","0,929672","122,476662",136 114,29214,PLOVAN,964,707,"28,4",1575,"514,123444","613,51556",86591,132384,775329,1100976,515,18,"192,523338"
257,"89,06498128","1,32745","159,6521739",328 520,29275,SCRIGNAC,1062,805,"32,6",7094,"528,788136","683,52919",128520,156921,639721,818612,631,6,"408,0993789"
247,"92,32502958","1,280577","205,7991513",2 305 206,35047,BRUZ,18863,18616,14,2995,"885,537931","963,801145",3831157,5186764,19598829,26887399,8584,1151,"123,8292866"
246,"100,8151119","1,172734","139,2556462",554 189,22134,LOUANNEC,3434,3188,34,1391,"529,215201","634,565521",443947,679239,2649678,4360131,1643,43,"173,8359473"
245,"84,92252518","1,392202","185,7235845",714 700,22025,CALLAC,2488,2243,"41,8",3303,"572,0209","727,40836",416578,448134,1917662,2239832,1361,93,"318,6357557"
241,"76,93313903","1,53678","197,9031331",1 672 041,22251,PORDIC,7570,7309,"23,1",3363,"579,31889","717,818362",1446474,2081604,5662976,8425675,3410,160,"228,7646737"
241,"104,164131","1,135029","126,3698246",309 656,56011,BEGANNE,1666,1425,"30,4",3550,"527,107443","667,338535",180077,290511,1143494,1693945,873,24,"217,3024561"
239,"103,4112977","1,143292","175,2586319",205 434,56128,MELRAND,1774,1535,"31,5",4039,"653,328072","731,478016",269022,243401,1309487,1669635,1044,10,"133,8332248"
238,"91,57573411","1,291055","193,5220077",1 055 663,29130,LOCMARIA-PLOUZANE,5418,5180,"15,2",2316,"499,069583","604,187154",1002444,1379079,4106643,6577639,2136,94,"203,7959459"
238,"111,646519","1,058961","144,8062652",859 807,56033,CARENTOIR,3526,3288,"27,7",7287,"629,831537","740,72802",476123,436500,2705061,2863027,1677,42,"261,4984793"
235,"109,4522259","1,080191","151,2155477",1 366 508,29174,PLONEOUR-LANVERN,6461,6226,"21,7",4891,"555,260486","642,986844",941468,1081843,5410440,6802523,2882,157,"219,4840989"
230,"96,04580249","1,230968","303,85169",2 947 350,56178,PONTIVY,15848,15562,23,2485,"838,712077","950,776502",4728540,3122513,18206483,18829114,7325,838,"189,3940368"
230,"100,5576157","1,175737","228,0138191",243 781,56262,BONO,2618,2388,"26,8",596,"690,556914","755,212758",544497,656574,2360757,4030005,1425,70,"102,0858459"
229,"116,9206169","1,011193","141,2488231",204 554,35181,MINIHIC-SUR-RANCE,1716,1487,29,391,"509,440559","599,949883",210037,350160,1436244,2451720,853,23,"137,5615333"
229,"115,6421629","1,022372","129,9785753",452 219,56100,LANGONNET,2096,1867,"30,6",8540,"533,571088","619,569656",242670,237578,1467458,2028038,1107,33,"242,2169255"
228,"110,7219203","1,067804","176,8555363",805 898,56119,LOCOAL-MENDON,3696,3468,"17,3",3997,"562,774621","648,611201",613335,561540,3159691,3806095,1633,5,"232,3811995"
228,"106,2254128","1,113004","200,8029211",755 999,56143,MUZILLAC,5383,5135,"29,2",3950,"751,130039","812,581089",1031123,1140155,5932732,6662748,2607,115,"147,2247322"
226,"97,99849922","1,20644","204,535128",406 779,29081,HUELGOAT,1749,1523,"44,8",1487,"635,511721","780,343053",311507,391668,1631788,2199305,996,15,"267,0906106"
225,"93,18536879","1,268754","152,8421634",487 419,22221,PLOUGUIEL,2037,1812,"27,1",1907,"406,119293","552,714777",276950,291070,1312445,1726466,1023,46,"268,9950331"
225,"105,9016196","1,116407","110,0970581",981 341,35004,VAL-COUESNON,4542,4317,"28,6",7901,"670,264421","772,812858",475289,442350,3637803,3271527,1956,123,"227,3201297"
221,"104,2870671","1,133691","109,2768384",741 158,22226,PLOUMILLIAU,2764,2543,"29,5",3469,"509,820912","637,366136",277891,348741,1798551,2644099,1380,13,"291,4502556"
