ResSecond,EffortFiscInd,EffortFisc,ReFiscHab,DGF,CodeINSEECom,NomCom,PopDGF,PopINSEE,AGE65,Sup,PotFisc,PotFiscHab,ProduitnetFB,ProduitnetTH,BasesnettesFB,BasesnettesTH,NombredelogementsTHdelacommune,Nombredelogementssociauxdelacommune,DGFHab
138,"78,79222496","1,50052","140,1472658",838 364,22211,PLOUBEZRE,3832,3694,"19,1",3114,"426,250261","551,455376",517704,792873,2231745,3573014,1728,60,"226,9528966"
138,"103,7202016","1,139887","285,778661",1 524 165,56075,GUER,6680,6542,"17,7",5211,"747,009731","896,103443",1869564,1095279,9292245,7859589,2576,86,"232,9815041"
136,"93,43782503","1,265326","138,5186335",84 499,22085,KERBORS,458,322,"30,9",688,"404,783843","538,633188",44603,61251,268329,428182,235,5,"262,4192547"
136,"111,1210095","1,063969","106,6129032",224 860,56079,GUILLAC,1531,1395,"18,3",2183,"664,1855","754,201829",148725,142026,903922,1225087,729,8,"161,1899642"
136,"128,7429758","0,918336","115,8458943",190 131,56110,LIGNOL,1025,889,"31,2",3843,"532,039024","627,167805",102987,93533,716576,957624,537,13,"213,8706412"
135,"89,82461146","1,316224","109,5703125",403 620,22204,PLOEZAL,1415,1280,"28,2",2624,"453,836042","575,914488",140250,180180,765293,1169008,689,26,"315,328125"
135,"74,54573331","1,585997","192,4769086",295 004,22250,PONTRIEUX,1196,1061,"32,8",102,"571,988294","733,688963",204218,264998,933392,1048951,613,85,"278,0433553"
135,"121,1148712","0,976175","169,8266284",182 896,29032,CLOHARS-FOUESNANT,2223,2088,23,1302,"716,908232","776,916779",354598,391506,2244665,3063645,1048,49,"87,59386973"
134,"78,17160125","1,512433","151,0813166",1 453 383,22203,PLOEUC-L'HERMITAGE,4266,4132,"22,2",8227,"576,571027","758,641585",624268,855715,2652598,3633961,1888,84,"351,7383833"
134,"77,47513933","1,526029","173,9036969",746 078,22207,PLOUARET,2325,2191,"32,6",2998,"481,11914","638,110108",381023,428031,1605180,1861891,1209,59,"340,5193975"
134,"87,74371931","1,347439","236,3798477",1 171 593,29117,LANNILIS,5781,5647,"20,3",2352,"651,312749","721,484864",1334837,1461686,4995195,6416911,2555,128,"207,4717549"
134,"81,71356157","1,446875","395,6286397",1 442 387,56185,QUEVEN,8926,8792,"22,8",2393,"765,670513","892,140488",3478367,2213676,10198050,13186264,3683,352,"164,0567561"
133,"102,0621539","1,158405","197,292787",581 377,29277,SIZUN,2476,2343,"18,9",5814,"557,021809","640,965267",462257,413396,2000990,2373060,1046,39,"248,1335894"
133,"116,3296463","1,01633","206,6329404",526 289,56041,CLEGUEREC,3187,3054,"23,3",6299,"719,444933","802,219015",631057,426566,2953973,3393360,1408,37,"172,3277669"
133,"77,30831663","1,529322","360,3232866",3 189 715,56083,HENNEBONT,16157,15992,"22,7",1857,"735,965278","856,723959",5762290,4093260,15756173,21334904,7932,1719,"199,456916"
132,"105,5577365","1,120044","103,4429896",436 878,35019,BAZOUGES-LA-PEROUSE,1965,1833,"27,3",5818,"624,208651","745,39084",189611,204395,1469146,1489670,902,42,"238,3404255"
132,"100,7087126","1,173973","121,5657002",478 254,56129,MENEAC,1753,1621,"28,5",6822,"550,760411","701,686252",197058,161092,1012097,1261960,816,22,"295,0363973"
131,"114,5359821","1,032246","81,30492754",343 978,35211,PAIMPONT,1856,1725,"23,3",11028,"521,804957","657,110991",140251,160989,1104251,1416538,931,1,"199,4075362"
130,"87,91943564","1,344746","173,7089588",457 274,29201,PLOUMOGUER,2195,2065,"16,8",3893,"501,636446","594,619134",358709,500647,1444656,2272707,940,67,"221,4401937"
129,"108,0505184","1,094204","60,63970588",193 126,22181,PLELAUFF,809,680,"25,7",2551,"488,226205","613,039555",41235,87366,409470,640251,438,3,"284,0088235"
129,"107,1081618","1,103831","189,3020225",472 288,56123,MALANSAC,2354,2225,"24,9",3618,"627,209856","705,42311",421197,439841,2197170,2619269,1153,49,"212,2642697"
129,"95,18049573","1,242159","158,12238",219 490,56188,QUISTINIC,1608,1479,"22,9",4295,"627,212687","722,720771",233863,270057,979154,1472058,798,14,"148,4043272"
128,"90,34980043","1,308573","125,7431532",281 999,22177,PLEGUIEN,1479,1351,"17,2",1548,"376,311021","468,528736",169879,169565,682433,1047650,680,17,"208,7335307"
128,"90,12568685","1,311827","311,6901947",474 956,56057,FAOUET,3004,2876,"34,6",3403,"745,238349","810,900799",896421,616992,3687484,3591966,1528,66,"165,1446453"
127,"85,99552192","1,374831","119,4007968",312 472,22199,PLEUMEUR-GAUTIER,1382,1255,"23,2",1899,"377,586831","497,563676",149848,171637,716933,1063478,669,12,"248,9816733"
127,"91,98863218","1,28526","158,4669261",311 818,56220,SAINTE-HELENE,1412,1285,"20,6",808,"364,638102","480,997167",203630,386716,881268,1483006,651,28,"242,6599222"
126,"84,82881269","1,39374","119,2498125",417 455,22178,PLEHEDEL,1459,1333,"23,4",1236,"392,778615","528,428376",158960,241735,753655,1123755,691,6,"313,1695424"
125,"87,92290091","1,344693","93,45559211",181 361,22119,LANVELLEC,733,608,"26,3",1892,"361,725784","506,799454",56821,82679,326262,507617,394,5,"298,2911184"
125,"118,5952945","0,996914","155,997006",167 029,29252,SAINT-JEAN-TROLIMON,1127,1002,"19,5",1468,"521,259095","595,756877",156309,163971,857241,1187488,521,26,"166,6956088"
124,"126,9145819","0,931566","242,7773502",65 620,56159,PLEUCADEUC,1943,1819,"22,2",3456,"1130,433865","1147,991765",441612,224984,2517715,1607403,899,51,"36,07476636"
123,"92,23787525","1,281787","157,8367816",99 873,22111,LANMODEZ,558,435,"30,3",415,"433,184588","530,037634",68659,87961,380527,581033,289,22,"229,5931034"
123,"137,9472073","0,857062","156,2711406",275 173,29302,PONT-DE-BUIS-LES-QUIMERCH,4191,4068,"17,3",4139,"996,743498","1046,236698",635711,486471,4570977,4280796,1875,152,"67,64331367"
123,"110,7737902","1,067304","168,9440023",1 429 943,56023,BRECH,7034,6911,"18,6",4086,"538,81433","625,871766",1167572,1139004,5602580,7207792,2885,96,"206,9082622"
122,"95,96418014","1,232015","141,2282704",287 783,22256,QUEMPER-GUEZENNEC,1261,1139,"26,3",2308,"559,482157","639,587629",160859,137574,915203,766726,641,20,"252,6628622"
122,"94,20834756","1,254977","154,3639663",1 514 390,35085,COMBOURG,6199,6061,"24,7",6355,"652,129537","765,926117",935600,1175823,5147012,5859629,2738,245,"249,8581092"
121,"81,03492644","1,458992","114,3051075",261 983,22216,PLOUGONVER,865,744,"30,3",3572,"422,868208","609,060116",85043,112122,391553,530302,485,7,"352,1276882"
121,"92,18645226","1,282502","121,9033989",279 463,22347,TREDARZEC,1239,1118,"22,9",1168,"423,418886","558,712672",136288,186873,747669,1184208,610,5,"249,9669052"
121,"119,242032","0,991507","149,1933488",174 693,29202,PLOUNEOUR-MENEZ,1414,1293,"18,2",5174,"753,286421","806,010608",192907,196794,1111907,1169091,680,16,"135,1067285"
120,"112,1634005","1,054081","149,1829268",1 196 362,29199,PLOUIGNEAU,5450,5330,"19,3",6482,"664,686789","767,882018",795145,812328,4282239,5819627,2354,169,"224,4581614"
120,"86,096408","1,37322","208,4255927",1 369 354,35095,DOL-DE-BRETAGNE,6099,5947,"24,2",1553,"665,874898","773,787506",1239507,1121569,5844761,6270195,2814,414,"230,2596267"
120,"99,2860311","1,190795","109,3500967",178 143,35255,SAINT-BENOIT-DES-ONDES,1154,1034,"20,7",292,"470,432409","564,508666",113068,184420,693414,1105207,540,30,"172,2852998"
117,"70,04342528","1,687943","232,1360202",789 431,22147,MERDRIGNAC,3293,3176,"27,5",5712,"682,511388","831,143334",737264,570554,2332913,2341990,1431,77,"248,561398"
117,"86,33134504","1,369483","169,2370917",225 915,22196,PLEUDANIEL,1066,949,"23,4",1842,"448,765478","565,43152",160606,139835,773175,888820,548,9,"238,0558483"
117,"106,845653","1,106543","105,9957582",341 384,35312,SAINT-SENOUX,2003,1886,"12,9",1829,"461,684973","542,843235",199908,292302,1167747,1793677,808,9,"181,009544"
117,"105,2134578","1,123709","126,2122642",394 259,56154,PEILLAC,2025,1908,"24,7",2457,"492,383704","601,708148",240813,278913,1230498,1808687,982,39,"206,634696"
117,"100,136709","1,180679","102,4470126",487 301,56249,TAUPONT,2410,2293,"18,3",2917,"534,703734","662,805394",234911,330728,1332452,2161094,1105,23,"212,5167902"
116,"95,2021089","1,241877","84,71568627",166 275,22268,RUCA,728,612,"21,9",1213,"374,407967","503,96978",51846,79049,342753,530473,326,0,"271,6911765"
116,"109,4379407","1,080332","133,0738523",274 542,56134,MOHON,1118,1002,"28,7",3783,"575,19678","684,36136",133340,122533,789054,953375,573,14,"273,994012"
115,"96,2817027","1,227952","150,1106383",53 868,22109,LANLOUP,350,235,"31,3",245,"413,842857","495,837143",35276,50612,195736,321512,211,0,"229,2255319"
115,"87,02052822","1,358637","170,3396675",91 039,22128,LOCARN,536,421,"28,9",3236,"566,014925","678,61194",71713,65182,392275,350288,313,6,"216,2446556"
115,"73,0867603","1,617657","132,0124896",930 517,22135,LOUARGAT,2517,2402,"20,7",5723,"385,09853","561,096544",317094,330200,1161182,1519587,1145,32,"387,3925895"
115,"115,2358283","1,025977","157,7746114",141 576,56099,LANGOELAN,501,386,"24,2",2227,"470,570858","611,117764",60901,45159,336442,410301,290,0,"366,7772021"
113,"82,57810979","1,431727","94,30398323",852 707,22013,BOURBRIAC,2498,2385,"26,2",7186,"538,522418","710,813451",224915,300735,1423566,1799823,1154,39,"357,5291405"
113,"82,66165324","1,43028","95,54907975",119 038,22231,PLOURAC'H,439,326,32,3215,"440,364465","663,71754",31149,45414,180564,266690,256,2,"365,1472393"
113,"79,96863558","1,478446","146,5061999",381 306,22387,VIEUX-MARCHE,1484,1371,"21,5",2313,"384,913747","539,514151",200860,226773,803037,1238780,717,12,"278,1225383"
113,"114,1067467","1,036129","193,5538462",54 696,29292,TREGUENNEC,438,325,"27,4",961,"565,618721","655,974886",62905,72871,346272,522972,228,4,"168,2953846"
113,"108,1121723","1,09358","151,3428571",347 296,35221,PLECHATEL,2913,2800,"15,9",3632,"650,720906","727,51562",423760,499677,2509623,3117786,1160,35,"124,0342857"
112,"89,60662394","1,319426","241,0165755",909 344,29235,RELECQ-KERHUON,11836,11704,"19,3",643,"903,465951","963,217303",2820858,3775847,13228567,16759938,5363,848,"77,69514696"
112,"115,3232781","1,025199","134,8739603",237 484,35029,BONNEMAIN,1675,1563,18,2377,"579,577313","667,380896",210808,176633,1486397,1203999,703,32,"151,9411388"
112,"125,5576045","0,941634","115,4623263",185 204,56076,GUERN,1479,1367,"25,8",4701,"630,084517","725,778905",157837,182989,968928,1422347,765,9,"135,4820775"
111,"101,8064086","1,161315","220,9491649",61 490,29067,GUERLESQUIN,1488,1377,"28,5",2183,"951,216398","985,299731",304247,272484,1738523,1490500,675,74,"44,6550472"
111,"102,0606561","1,158422","139,4642452",916 730,29191,PLOUGONVEN,3635,3524,"23,1",6932,"627,821458","743,355158",491472,642369,2312436,3798593,1586,104,"260,1390465"
110,"111,2827089","1,062423","49,01598579",262 216,22337,SEVIGNAC,1236,1126,"20,5",4325,"660,521036","800,970065",55192,91720,557833,812413,576,19,"232,8738899"
110,"111,6356607","1,059064","101,6847237",395 855,56221,SAINT-JACUT-LES-PINS,1956,1846,"28,2",2281,"457,365031","577,117076",187710,225998,1121355,1493251,763,16,"214,4393283"
109,"110,1572094","1,073278","120,0080128",146 065,29036,COLLOREC,733,624,"29,5",2839,"493,773533","615,459754",74885,105635,481548,646683,397,29,"234,0785256"
109,"89,71310261","1,31786","323,8852342",1 597 272,35236,REDON,9965,9820,"23,1",1509,"1024,893527","1119,225991",3180553,2460722,14171044,11908081,4666,663,"162,6549898"
109,"87,40181517","1,35271","411,045986",4 681 851,56098,LANESTER,23061,22920,"21,7",1837,"906,461515","1036,141885",9421174,5147317,32892894,28086426,10694,2769,"204,2692408"
108,"92,63333064","1,276315","64,62030411",614 451,29044,DINEAULT,2344,2236,"15,2",4596,"364,77773","535,300768",144491,253517,993446,1549887,687,42,"274,799195"
108,"122,9370612","0,961706","98,20583287",391 408,29230,QUERRIEN,1891,1783,"23,9",5401,"564,066103","659,913802",175101,234097,1203251,1841169,918,44,"219,5221537"
108,"105,8225659","1,117241","92,68162574",255 334,35034,BOUSSAC,1289,1181,"18,7",2193,"429,961986","523,688906",109457,153366,723515,1102570,606,33,"216,2015241"
107,"97,26988614","1,215477","95,61918605",273 879,22076,HENANBIHEN,1483,1376,"24,3",3165,"702,172623","828,525287",131572,207161,963023,1338278,750,31,"199,0399709"
107,"102,0133667","1,158959","117,4061856",300 034,29108,LANDUDEC,1562,1455,"19,1",2056,"470,480794","571,987196",170826,232228,1030003,1405382,658,66,"206,2089347"
107,"105,5133661","1,120515","156,5562914",282 500,29192,PLOUGOULM,1919,1812,"20,8",1837,"528,139656","629,705576",283680,359408,1461250,2213635,909,31,"155,9050773"
106,"91,38497345","1,29375","260,8696954",2 560 710,22070,GUINGAMP,7788,7682,"21,9",341,"685,087571","895,603749",2004001,1557908,7639929,8256095,4354,1107,"333,3389742"
106,"90,51789077","1,306143","167,7641235",305 328,22224,PLOULEC'H,1823,1717,"19,6",1015,"499,996709","600,142622",288051,299877,1415811,1828413,836,34,"177,8264415"
106,"103,7971465","1,139042","98,73859105",610 549,22237,PLUDUNO,2363,2257,"19,9",2832,"476,807025","586,377909",222853,275349,1612281,2045680,1019,22,"270,5135135"
106,"107,1699105","1,103195","161,4740311",565 041,29140,LOPERHET,3899,3793,16,2031,"613,092331","698,817389",612471,889007,3406029,4732320,1596,112,"148,9694173"
106,"111,0478452","1,06467","132,4582912",1 114 677,29162,PLEYBEN,4062,3956,"21,9",7604,"569,318808","691,648449",524005,665393,3205151,3521370,1747,115,"281,7687058"
105,"119,6133555","0,988429","115,7966387",108 740,29298,TREOGAT,700,595,"22,8",985,"486,945714","561,764286",68899,87585,479924,810998,323,16,"182,7563025"
105,"93,13119689","1,269492","113,8249627",566 167,35222,PLEINE-FOUGERES,2116,2011,"28,1",3198,"452,108696","556,590265",228902,280309,1255989,1571287,949,90,"281,5350572"
105,"114,7571037","1,030257","87,07856192",131 804,56112,LIZIO,856,751,"24,6",1696,"497,245327","606,755841",65396,111319,492653,706469,417,7,"175,5046605"
105,"106,6992786","1,108061","200,2995987",993 957,56166,PLOUAY,5836,5731,"21,3",6733,"791,942084","890,091158",1147917,1027546,5859012,6751324,2640,86,"173,4351771"
105,"96,45285824","1,225773","151,636",795 822,56172,PLUMELEC,2855,2750,21,5836,"574,577233","712,621716",416999,414338,1775912,2412737,1291,55,"289,3898182"
104,"110,2669341","1,07221","123,4968644",398 072,29078,HANVEC,2177,2073,"17,5",5911,"557,277905","654,028939",256009,388562,1425219,2086091,984,36,"192,027014"
104,"102,863731","1,149378","134,0058051",913 961,35223,PLELAN-LE-GRAND,4066,3962,"22,2",4974,"590,399656","680,406542",530931,688686,3338100,3940760,1866,94,"230,6817264"
103,"100,3268805","1,178441","188,4143566",628 911,29146,MELGVEN,3530,3427,"23,2",5117,"694,344476","769,651841",645696,853656,3159561,4946395,1624,57,"183,5164867"
103,"109,2185598","1,082502","185,2790813",1 302 075,56101,LANGUIDIC,8170,8055,"17,7",10908,"773,084088","868,661444",1492423,1277481,7305968,8995344,3474,182,"161,6480447"
102,"106,5923074","1,109173","140,6122625",792 648,29049,ELLIANT,3576,3474,"17,8",7030,"625,748881","714,555369",488487,599303,2503516,3420385,1503,104,"228,1658031"
102,"94,14795673","1,255782","118,6013514",182 709,56043,CONCORET,842,740,"24,4",1576,"425,821853","557,557007",87765,114835,437521,644409,382,14,"246,9040541"
102,"104,5403746","1,130944","232,977252",245 248,56073,GUEMENE-SUR-SCORFF,1201,1099,43,117,"672,497086","797,16403",256042,130210,1302938,1086542,577,32,"223,155596"
102,"102,1611927","1,157282","133,4526035",163 606,56218,SAINT-GRAVE,851,749,"24,8",1575,"496,312573","630,444183",99956,107053,497620,728136,424,11,"218,4325768"
100,"106,7215271","1,10783","95,0962706",228 331,35186,MONT-DOL,1253,1153,23,2644,"484,316042","570,758978",109646,159103,765348,1096417,535,14,"198,0320902"
100,"134,3491979","0,880015","162,0049751",75 059,56203,SAINT-AIGNAN,703,603,"31,6",2733,"675,978663","750,733997",97689,63383,545504,628135,395,0,"124,4759536"
99,"102,1009352","1,157965","85,97215777",153 404,22146,MELLIONNEC,530,431,"22,9",2422,"453,669811","637,29434",37054,42753,233667,310788,263,0,"355,9257541"
99,"72,59299633","1,62866","140,5552875",858 886,22185,PLENEE-JUGON,2586,2487,"21,1",6136,"505,408739","681,023202",349561,430894,1433308,1649489,1117,51,"345,3502211"
99,"91,62214645","1,290401","153,5630332",167 371,35361,VIVIER-SUR-MER,1154,1055,"26,5",224,"488,307626","587,088388",162009,230118,847138,1321749,580,48,"158,6454976"
98,"93,15864199","1,269118","197,266916",663 642,22020,BROONS,3039,2941,"30,4",3521,"605,363936","729,998684",580162,386017,3159580,2379204,1290,55,"225,6518191"
98,"83,66952743","1,413051","123,0759352",515 898,22065,GOUDELIN,1889,1791,"20,2",2298,"380,390154","487,033351",220429,243982,844060,1265291,823,13,"288,0502513"
98,"72,86900784","1,622491","111,9346667",224 158,22122,LAURENAN,848,750,"24,8",3090,"420,143868","591,15684",83951,120971,367061,553885,422,0,"298,8773333"
98,"108,3401306","1,091279","249,3069544",48 381,29134,LOCRONAN,932,834,"24,7",808,"896,179185","938,128755",207922,191883,1190232,1235643,460,33,"58,01079137"
98,"98,67803331","1,198132","243,2832668",1 234 777,56053,ELVEN,6110,6012,"15,9",6405,"656,484288","731,26563",1462619,1206592,5853831,6956503,2607,333,"205,3853959"
98,"92,01705505","1,284863","194,9544554",268 561,56167,PLOUGOUMELEN,2663,2525,"16,6",2130,"626,437477","692,269621",492260,485750,2110840,2716153,1114,28,"106,3607921"
97,"98,149249","1,204587","87,32701422",159 704,22114,LANRELAS,941,844,"27,1",2940,"689,115834","826,422954",73704,114765,576666,781096,481,13,"189,2227488"
97,"105,6493271","1,119073","101,1419829",114 585,22323,SAINT-POTAN,914,817,"26,9",1989,"612,997812","697,622538",82633,110160,636649,790621,441,5,"140,250918"
97,"91,93727218","1,285978","159,5126354",118 533,56236,SAINT-SERVANT,928,831,23,2240,"661,889009","761,185345",132555,92835,502783,708133,466,5,"142,6389892"
96,"81,07827216","1,458212","177,5023742",302 829,22005,BELLE-ISLE-EN-TERRE,1149,1053,"28,4",1411,"546,758921","698,598782",186910,213213,773940,985639,615,38,"287,5868946"
96,"106,7342447","1,107698","159,9760863",834 473,22182,PLELO,3525,3429,"16,4",4338,"547,516028","645,638865",548558,409175,3137044,2605966,1377,22,"243,3575386"
95,"93,91328234","1,25892","103,2628488",150 133,22031,CARNOET,776,681,"27,4",4206,"658,087629","814,29768",70322,72659,489919,465290,435,5,"220,4596182"
95,"110,6538371","1,068461","148,470122",258 786,29025,CAST,1735,1640,"19,2",3766,"583,851873","653,401153",243491,249676,1350879,1713578,777,43,"157,7963415"
95,"99,87743076","1,183744","209,9451057",2 494 118,29103,LANDERNEAU,16643,16468,"20,9",1319,"759,453824","853,80304",3457376,4779593,18351364,24443220,7420,1163,"151,4523925"
94,"91,48361665","1,292355","112,0425043",488 824,22056,EVRAN,1835,1741,"27,1",2356,"446,344414","574,237057",195066,236530,1104412,1477391,849,82,"280,7719701"
94,"195,0261033","0,606223","396,628821",0,29018,BRENNILIS,552,458,"23,3",1869,"1584,456522","1579,244565",181656,48389,1815149,450619,315,9,0
94,"111,3170756","1,062095","166,6755802",934 520,56001,ALLAIRE,4094,3964,"23,6",4174,"603,197118","708,637518",660702,561387,3564633,3852980,1681,95,"235,7517659"
94,"129,3959184","0,913702","131,3168232",88 771,56170,PLOURAY,1265,1171,"28,8",3909,"783,667984","835,283004",153772,109030,1205129,1051535,610,15,"75,80785653"
93,"104,8384978","1,127728","115,9539474",1 012 321,35179,MINIAC-MORVAN,4045,3952,"14,8",3103,"497,557726","614,341162",458250,527555,2784489,3248306,1829,106,"256,1540992"
93,"85,35432351","1,385159","150,8718016",945 845,35219,PIPRIAC,3884,3791,"18,3",4865,"535,191813","630,199794",571955,655420,2357996,3057736,1700,84,"249,4974941"
92,"106,2889186","1,112339","61,5274056",146 600,22145,MEGRIT,913,821,"22,1",2063,"514,418401","623,743702",50514,72602,413898,602391,428,14,"178,5627284"
92,"98,22394109","1,203671","109,8723118",171 537,22236,PLUDUAL,836,744,"20,2",927,"357,26555","463,427033",81745,79805,353057,604125,390,9,"230,5604839"
92,"86,68257364","1,363934","113,677686",157 581,22316,SAINT-MAYEUX,576,484,"32,2",3063,"588,310764","761,630208",55020,65199,278599,324412,295,13,"325,5805785"
92,"114,3009017","1,034369","164,3432175",311 116,29161,PLEUVEN,3026,2934,"21,7",1369,"676,468936","754,097819",482183,596216,2975182,3759989,1439,70,"106,0381731"
92,"99,43826213","1,188972","145,6409938",252 020,29226,POULLAN-SUR-MER,1702,1610,"26,1",3035,"644,061692","760,692714",234482,299897,1213599,1613969,760,53,"156,5341615"
91,"97,56688681","1,211777","107,6116236",195 265,22385,VICOMTE-SUR-RANCE,1175,1084,"20,3",457,"405,268085","493,708085",116651,154259,663445,1024988,533,23,"180,1337638"
91,"100,5881582","1,17538","143,8324022",868 807,35013,BAINS-SUR-OUST,3671,3580,"18,2",4463,"564,444566","651,758104",514920,654350,2600137,3593494,1606,54,"242,6835196"
91,"106,5008021","1,110126","170,0943572",1 773 626,35126,GUICHEN,8686,8595,"14,6",4299,"627,399493","714,763528",1461961,1937136,8513698,11814254,3596,424,"206,3555556"
91,"89,68037056","1,318341","101,9683238",1 175 427,35133,IFFENDIC,4637,4546,"13,3",7366,"451,120768","544,174682",463548,730775,2433241,3759495,1855,106,"258,5629125"
91,"87,60179472","1,349622","141,9438515",597 102,35328,SIXT-SUR-AFF,2246,2155,"20,9",4250,"557,814337","673,152271",305889,354258,1361447,1764426,1021,42,"277,0774942"
91,"95,74890317","1,234785","125,3145236",326 582,56145,NEANT-SUR-YVEL,1172,1081,"20,1",3230,"446,188567","555,177474",135465,158959,630188,961525,561,6,"302,1110083"
91,"139,2095861","0,84929","136,5824964",99 626,56242,SEGLIEN,788,697,"20,3",3836,"716,607868","808,172589",95198,85190,596182,835306,424,0,"142,9354376"
90,"110,8337085","1,066727","88,40492958",148 998,22063,GOMMENEC'H,658,568,"18,1",1183,"352,036474","473,053191",50214,44357,268644,435866,310,2,"262,3204225"
90,"102,5983484","1,152351","116,4686099",134 685,22311,SAINT-LORMEL,982,892,"25,7",977,"582,196538","674,624236",103890,125381,726815,959087,469,28,"150,9921525"
90,"99,28744854","1,190778","129,7312661",100 088,29250,SAINT-HERNIN,864,774,"21,8",2929,"662,623843","753,605324",100412,122435,504264,711569,436,21,"129,3126615"
89,"105,7972823","1,117508","91,75903614",125 421,22205,PLOREC-SUR-ARGUENON,504,415,"28,2",1365,"419,061508","567,767857",38080,47322,280365,416802,255,3,"302,2192771"
89,"93,8831543","1,259324","81,24911972",346 604,22229,PLOUNEVEZ-QUINTIN,1225,1136,"21,1",4289,"472,116735","636,818776",92299,109548,554965,739759,609,12,"305,1091549"
89,"115,7883747","1,021081","87,21292517",287 976,56200,RUFFIAC,1559,1470,"24,9",3647,"537,112251","651,221937",128203,207079,948587,1341869,741,20,"195,9020408"
88,"106,4016968","1,11116","112,6693047",691 592,22220,PLOUGUERNEVEL,1857,1769,"25,1",4160,"565,235864","854,229941",199312,218226,1432324,1685298,878,66,"390,9508197"
88,"105,0304481","1,125667","101,5814145",182 355,35358,VILLE-ES-NONAIS,1304,1216,"16,9",434,"454,458589","525,191718",123523,187416,741697,1173620,555,14,"149,9629934"
88,"104,9904355","1,126096","183,2342787",71 454,56084,HEZO,899,811,"17,7",489,"602,162403","656,659622",148603,186672,728013,1151945,466,21,"88,10604192"
87,"104,6031766","1,130265","88,82929399",191 898,22103,LANGROLAY-SUR-RANCE,1036,949,"15,6",528,"391,314672","492,969112",84299,111769,525498,770147,472,3,"202,2107482"
87,"118,2896371","0,99949","121,8027211",91 587,29063,GOULIEN,528,441,"28,4",1277,"479,293561","591,725379",53715,66272,349898,495397,290,18,"207,6802721"
87,"122,3149973","0,966597","121,597351",105 655,56211,SAINT-CONGARD,842,755,"26,7",2187,"566,591449","661,795724",91806,83219,542837,762090,426,1,"139,9403974"
86,"90,55435813","1,305617","101,3667426",162 764,22023,BULAT-PESTIVIEN,525,439,"25,8",3123,"435,070476","642,064762",44500,44662,228121,335057,275,0,"370,76082"
86,"90,54499583","1,305752","97,48543689",437 259,22175,PLEDELIAC,1528,1442,"19,9",5175,"479,619764","613,195026",140574,216697,776613,1235163,746,29,"303,2309293"
86,"124,180407","0,952077","191,9810298",46 514,29141,LOQUEFFRET,455,369,27,2740,"658,586813","728,276923",70841,59182,534977,403342,277,16,"126,0542005"
86,"102,1607513","1,157287","193,2762977",409 435,29170,PLOMELIN,4440,4354,"22,3",2608,"876,930405","952,032658",841525,875743,3759917,5416626,1907,196,"94,03651814"
86,"117,1076523","1,009578","126,4145455",201 867,29296,TREMEOC,1461,1375,"14,3",1166,"476,856263","542,338125",173820,236465,968065,1685302,573,29,"146,8123636"
86,"108,7453051","1,087213","107,4735401",520 536,56089,INGUINIEL,2278,2192,"19,2",5140,"600,602283","690,909131",235582,342601,1302595,1914780,1052,22,"237,4708029"
86,"112,1146865","1,054539","105,2720274",278 335,56182,PRIZIAC,1255,1169,"24,9",4463,"421,90996","541,568127",123063,113123,719573,791025,593,7,"238,0966638"
86,"91,5664431","1,291186","235,3503086",111 054,56196,ROCHEFORT-EN-TERRE,734,648,"41,9",122,"607,43188","679,893733",152507,123534,632083,678426,317,13,"171,3796296"
85,"99,14199652","1,192525","114,5684831",153 885,22087,KERGRIST-MOELOU,764,679,"21,3",4716,"512,844241","662,340314",77792,50578,415926,428085,385,11,"226,634757"
85,"92,44428673","1,278925","122,3757962",124 253,22249,PONT-MELVEZ,713,628,"24,1",2298,"706,189341","845,948107",76852,46495,521205,423438,353,0,"197,8550955"
85,"105,693056","1,11861","225,5796834",904 869,35360,VITRE,18565,18448,21,3703,"1143,546458","1189,186534",4161494,3658786,25551687,23167255,8764,1441,"49,04970729"
85,"99,53780228","1,187783","304,0694337",400 018,56124,MALESTROIT,2663,2578,"38,6",581,"793,103643","877,982351",783891,464859,3058119,2692619,1309,71,"155,1660202"
84,"112,1637198","1,054078","62,53303167",387 637,22240,PLUMAUGAT,1189,1105,"26,5",4043,"391,654331","545,947014",69099,75978,588924,778690,579,15,"350,8027149"
84,"98,39380672","1,201593","111,6375628",341 441,56006,AUGAN,1676,1592,"21,8",4093,"517,22315","642,738067",177727,237322,944774,1414144,749,32,"214,4729899"
84,"117,2077269","1,008716","168,2807487",158 728,56015,BERRIC,1954,1870,"14,4",2145,"634,928864","680,453941",314685,214377,1536820,1443716,830,6,"84,88128342"
84,"120,3514668","0,982367","132,1319588",125 255,56060,FOUGERETS,1054,970,"24,1",1991,"606,311195","685,587287",128168,116074,792849,808874,511,17,"129,128866"
83,"97,27340742","1,215433","92,33801747",674 567,22032,CAULNES,2716,2633,"25,7",3136,"480,813328","583,89433",243126,317877,1623104,2032697,1183,43,"256,1971136"
83,"88,53017884","1,335469","157,1553498",245 556,22047,CORLAY,1055,972,"34,8",1380,"634,181991","772,964929",152755,158284,704800,831670,508,24,"252,6296296"
83,"94,15320503","1,255712","88,69398907",115 831,22052,DUAULT,449,366,"23,4",2159,"452,538976","650,173719",32462,40995,195557,304920,258,0,"316,4781421"
83,"83,33672335","1,418694","79,52631579",97 757,22092,KERPERT,368,285,"22,2",2100,"441,361413","631,190217",22665,31050,141055,196931,190,9,"343,0070175"
